REFCODE;GFN2;PM7;PM6
MIXHAE;0.1119;0.2987;0.4373
MIXKOV;0.4166;0.4077;0.4021
MIYMIQ;0.8455;0.418;1.3722
MOBDAI;0.4757;0.4304;0.2759
MOBHOB;0.2241;0.2163;0.5422
MOBKEU;0.6466;0.3593;0.8361
MOBKOE;0.9802;0.9828;0.5887
MOBTAY;0.387;0.3286;1.612
MOBTEC;0.3432;0.4277;0.8961
MOCRAX;0.0898;0.1623;0.2278
MOCWIM;1.1874;0.9611;1.1432
MODKUM;0.4756;0.6358;0.6298
MODYOV;1.4388;0.549;0.5512
MOFRAA;0.2558;0.309;0.523
MOFREE;0.3401;0.3773;0.558
MOGRIJ;0.0841;0.0758;0.528
MOHBIW;0.568;0.2862;0.2781
MOHBOC;0.584;1.4524;0.6914
MOHBUI;0.3532;0.1419;1.1237
MOHLAY;0.3446;1.0715;0.3252
MOHPFE;0.2732;0.3317;0.8301
MOHXIQ;0.2367;0.1696;1.0057
MOHXOW;0.189;0.4115;0.6558
MOHZEP;0.3749;0.2762;1.8618
MOJJUQ;0.071;0.1157;0.149
MOJTEK;0.1308;0.3249;0.2558
MOKNUX;0.1212;0.362;0.4824
MOMXOB;0.2589;0.9674;0.7966
MOMXUH;0.3224;1.2811;0.4049
MONSIT;0.2516;0.3706;0.5974
MONZIY;1.2427;0.968;1.446
MOPMEL;0.1982;0.3002;0.2444
MOQLOV;0.1587;0.1574;0.4228
MOQWUL;0.2102;0.1621;1.5987
MORWIZ;0.5377;0.5516;2.1512
MOSHUZ;0.3823;0.4254;0.7357
MOSKUC;0.5141;0.5145;1.0293
MOSQOC;0.2088;0.2712;0.6137
MOTPUH;0.5267;0.5258;0.4674
MOTQAO;0.5402;0.4261;0.3751
MOTQES;0.543;0.5265;0.4919
MOTQIW;0.5264;0.4114;0.4044
MOWTEY;0.2923;0.3277;0.3645
MOWTIC;0.1677;0.6864;0.4227
MOWTOI;0.4253;0.2276;0.495
MOWVAW;0.1571;0.1635;0.3042
MOWVIE;0.2227;0.3313;0.53
MOWVOK;0.234;0.1212;0.3085
MOWWEB;0.3132;0.2233;0.8255
MOWYUU;0.3671;0.9163;1.2479
MOWZAB;0.4249;0.8867;1.0924
MOWZEF;0.3526;0.7777;0.6048
MOWZIJ;0.9412;1.8153;1.5653
MOZSAW;0.1792;0.4854;0.5799
MPFCFE10;0.1815;0.1615;1.0808
MPOCFE;0.1792;0.2701;0.3855
MPYMYF10;0.1776;0.1053;0.2489
MSYCFE10;0.2008;0.3164;0.6281
MTFEFE;0.1741;0.1972;1.0323
MTFPFE;0.3965;0.5992;2.348
MTPOFE;0.2178;0.2481;0.4538
MTPOIH10;0.1425;0.3754;0.8826
MUBKEB;0.2538;0.4835;0.8776
MUBKIF;0.2227;0.2391;0.478
MUDSEL;0.2908;0.373;0.6507
MUFBEV;0.8533;1.4198;1.9308
MUFJUU;0.2511;0.3456;0.338
MUGZUL;0.2889;0.4477;0.6652
MUJKOT;0.2;0.6364;0.8492
MUKREP;1.1201;1.3398;1.3349
MULDUT;0.3281;0.4459;0.3673
MULFAB;1.6797;0.1661;0.6732
MULWUN;0.165;0.3942;0.372
MULXEW;0.5309;1.0871;1.4701
MULXOG;0.2441;0.1627;0.8275
MULXUM;0.428;0.7728;0.7807
MUNTAQ;0.1489;0.619;0.3971
MUNTEU;0.1857;0.2118;0.7543
MUNTIY;0.2014;0.1972;0.707
MUNVUN;0.4114;1.2787;0.7738
MUQDAF;0.3565;0.5336;0.8122
MUQDEJ;0.3596;0.6471;0.6488
MUQDIN;0.2411;0.4209;0.8107
MUQDOT;0.2262;0.3698;1.2019
MUQWOL;0.3198;0.6176;0.2967
MUSFIR;0.28;1.1603;0.6531
MUSFOX;0.5268;0.3589;0.4519
MUSGOY;0.2032;0.7122;0.1987
MUTCEK;0.4988;1.0788;1.323
MUTKIV;0.8222;0.9836;0.8899
MUTLIY;0.3628;0.4617;0.5233
MUTQAV;0.2822;0.2373;0.7269
MUTQID;0.5662;0.6162;1.0569
MUTQOJ;0.2504;0.2772;0.9532
MUVTON;0.5751;2.2741;0.5561
MUXCAL;0.2721;0.4316;0.7744
MUYVEJ;0.4524;0.8503;0.5406
MUZPUU;0.1861;0.4445;1.3067
MUZQAB;0.3198;0.2198;0.7159
MUZQAZ;0.4867;1.6148;0.7002
MUZQED;0.2814;0.5169;0.19
MXCPFE;0.8802;1.2348;0.7064
MXNBFE;0.1106;0.1865;0.3875
MXOHFE;0.2475;0.1369;1.4305
MYOCFE;0.1014;0.1959;0.3222
MYOCFF;0.1242;0.2261;0.3786
NABHUW;1.1597;1.3958;0.5633
NABYEV;0.7112;0.6235;1.683
NACQEN;0.192;0.4602;0.206
NACXIA;0.3379;0.4222;0.5954
NADJOT;0.4219;0.2282;0.4754
NADSIU;0.2685;0.621;0.7319
NADZEX;0.3478;0.5441;0.2129
NAFPOZ;0.2822;0.3128;0.2596
NAGCEE;0.332;0.3487;0.3829
NAGCII;0.4398;0.4745;0.3073
NAGDUU;0.2849;0.3578;0.4382
NAGQIY;0.8917;0.9287;1.2021
NAJCUW;0.1957;0.2174;0.1927
NAJMIX;0.4698;0.5113;0.2206
NAJMOD;0.3084;0.5038;0.6384
NAKSAT;0.1187;0.2324;0.5466
NALPIB01;0.0896;0.0819;0.3694
NALSUQ;0.4139;0.4735;0.2311
NAMJES;0.6778;0.7007;0.892
NAMLEV;0.5375;0.7116;0.805
NAMLEV01;0.5284;0.7032;0.836
NANZOT;0.4239;0.2838;0.4625
NAQGAO;1.6022;1.7673;0.8937
NAQMAT;0.3775;0.7305;0.8638
NAQQAX;0.1652;0.2791;1.1068
NAQVOQ;0.247;0.6584;0.6721
NAQVUW;0.252;0.6057;0.544
NAQZIO;0.1379;1.7188;0.954
NASJAT;0.4743;0.1887;0.6334
NATCET;1.1678;2.2469;1.0576
NATFAP;0.2328;0.5541;0.6902
NATKIE;0.1483;0.1542;0.2665
NATKOK;0.146;0.3027;0.2866
NAVGEW;0.1887;0.3091;0.8557
NAVYEP01;0.1861;0.151;0.351
NAWGAU;1.0284;1.0971;0.6167
NAWGIC;0.8848;1.025;0.5634
NAWGUP;0.3311;0.4137;0.2847
NAWLAZ;0.4826;0.8618;0.8289
NAWLED;0.163;0.3335;0.5792
NAWYEQ;0.1594;0.3107;0.4565
NAXPOS;0.3421;0.1875;0.696
NAXPUY;0.1421;0.2164;0.7418
NAYFEY;0.3734;0.7285;0.5525
NAYFIC;0.3154;0.5125;0.5777
NAYNAC;0.2213;0.6081;0.3144
NAZGEA;0.5124;2.1919;0.8173
NAZPOT;0.1872;0.6052;0.5545
NAZROW;0.3573;0.3912;0.9997
NAZRUC;0.3624;0.3972;1.331
NEBBUS;0.2085;1.0377;1.2014
NEBKIR;0.1222;0.1366;1.367
NECQIV;0.7381;0.4582;0.8303
NECSUK;0.3439;0.2794;0.493
NECXUQ;0.4838;0.2594;0.6769
NEDMAM;0.2766;0.3373;1.1545
NEFGOU;0.1335;1.1254;0.7216
NEFSAU;0.8685;0.9343;1.1214
NEFSIA01;0.5397;0.4497;0.7455
NEFSIA02;0.404;0.3251;0.6458
NEFSIA03;0.408;0.3288;0.6504
NEFSIA04;0.4843;0.4082;0.7038
NEFSIA05;0.5046;0.4256;0.7199
NEFSOI;0.0808;0.9447;0.8127
NEFTAV;0.6166;0.6108;0.4895
NEFVEC;0.312;0.4122;0.4227
NEGXUT;1.5575;0.6129;1.4615
NEHDOU;0.2987;0.5196;0.8297
NEHHAJ;0.2299;0.24;0.3303
NEHHEN;0.9341;0.6442;0.6641
NEHHIR;0.2245;0.2537;0.3727
NEHHOX;0.4891;3.0498;0.6901
NEJBOT;0.2214;0.2611;0.8015
NEJCOV;0.3634;0.2981;0.3561
NEKMAT;0.1963;0.4357;1.9907
NELBIP;0.0877;0.0787;0.5359
NELGAM;1.3014;0.767;0.9492
NELGUG;0.14;0.1283;0.3935
NELGUG01;0.1442;0.1346;0.3863
NENNEA;0.1636;0.7825;0.5931
NENQON;0.1381;1.2994;0.142
NENWEK;0.4322;1.4663;1.2523
NEPCES;0.4686;0.4336;0.3297
NEPMUS;0.4848;0.3761;0.9774
NEQRAC;0.8415;0.2509;0.267
NERNAZ;0.3201;0.511;1.3753
NERSEJ;4.8056;1.6946;1.451
NESQIL;0.3265;0.6941;0.3519
NESQOR;0.3067;0.984;0.7064
NETHUR;0.3259;0.4443;0.4904
NETXOZ;0.2978;0.5668;0.2863
NEVROW;0.2224;0.3075;0.4664
NEVSOY;0.2783;0.97;1.3002
NEVTEP;0.1746;0.5084;0.1354
NEVVEP;0.2562;0.4186;1.6841
NEWDOI;0.1669;0.9725;0.6687
NEWFAY;0.4433;0.279;2.7376
NEWMAE;1.9118;1.267;1.1036
NEXLAF;0.3182;0.5613;0.5318
NEXLEJ;0.4016;0.396;1.0144
NEXQIS;1.3299;0.9022;0.2378
NEXYAR;0.567;0.4498;0.405
NEYJUY;0.9325;0.8873;1.6962
NEYXEV;0.1267;0.1908;0.3734
NEZVIX;0.2078;0.3354;0.7456
NIBCAC;0.3173;0.5113;1.6504
NIBFEL;0.2331;1.5415;0.6206
NIBGEM;0.1322;0.3858;0.3417
NIBJOX;0.2336;0.2567;0.4935
NIBTAU01;0.1625;0.3281;0.9646
NIBXAZ;0.4441;0.3103;0.3751
NIDKIV;0.3723;0.7173;0.3949
NIDLOB;0.0837;0.2146;0.6489
NIDVUS;0.1863;0.2523;0.1968
NIDXED;0.3882;0.5791;0.8552
NIFLIZ;0.1481;0.4023;1.2453
NIHJOF;0.3264;0.3599;0.5201
NIKFAO;0.3946;0.3488;0.5895
NIKSOR;0.2027;0.3435;0.4562
NIKSUX;0.3377;0.4668;0.8951
NINKOL;0.1036;0.3702;0.9915
NINLOM;0.0952;0.284;1.0215
NIPCUK;0.2134;0.2935;0.8746
NIPGOI;1.1939;0.779;0.992
NIPZOD;0.1737;0.3492;0.718
NIQCAT;0.2249;0.4305;1.0769
NIQCIB;0.4569;0.4985;0.6845
NIQFUP01;0.1465;0.1483;0.5023
NIQFUP02;0.1442;0.1463;0.7932
NIQFUP03;0.1419;0.1435;0.502
NIQFUP04;0.1384;0.1414;0.5033
NIQFUP05;0.1356;0.1412;0.7931
NIQFUP06;0.1429;0.1723;0.8174
NIQFUP07;0.1848;0.2146;0.8457
NIQFUP08;0.2072;0.2408;0.1869
NIQFUP09;0.2167;0.2517;0.1996
NIQHUR;0.112;0.4237;0.1419
NIQLII;0.2833;0.3549;0.3357
NIRFAW;0.7622;0.9331;0.858
NIRLUW;0.4265;0.4895;0.4338
NITLAE;0.9218;0.7221;0.4893
NITNOU;0.4118;0.4676;0.7425
NITNUA;0.3728;0.3631;0.6298
NITQAJ;0.1572;0.097;0.5512
NIVDAY;0.4183;0.2937;0.9135
NIVFUV;0.4922;0.4909;0.8554
NIVGAC;0.142;0.1176;0.7464
NIVGEG;0.2159;0.4493;0.5827
NIXLEM;0.1692;0.7193;0.6321
NIXZIE;0.4226;0.7141;1.2214
NIZJOV;1.6913;1.4606;2.6715
NOBHOB;0.3322;0.334;1.1258
NOCQEB;0.2153;0.4798;0.7481
NODKEY;0.2977;0.3543;0.7841
NODKIC;0.3771;0.5785;0.648
NODKOI;0.6429;0.3608;1.0446
NODSIJ;0.2221;0.8905;0.292
NODSOP;1.0477;0.9198;0.8802
NODSOP01;1.0492;0.9193;0.8957
NOFJOH;0.4687;0.2784;0.1569
NOFKAU;0.1066;0.2578;0.3356
NOGJEY;0.5525;0.5718;0.5671
NOGQAC;0.3422;0.3529;0.4631
NOGTUZ;0.0539;0.0741;0.3342
NOGVAH;0.5305;0.3625;0.7941
NOGVEL;0.4161;0.3385;0.6852
NOGVIP;0.5902;0.3538;0.5529
NOHGUM;0.3003;0.4945;0.4621
NOHGUM01;0.3003;0.4938;0.4624
NOHKEB;0.18;0.6329;1.2788
NOHMON;0.416;1.8844;0.916
NOHMUT;0.5563;0.5545;0.6846
NOHPUW;0.2875;0.3893;0.3383
NOJCEV;0.303;0.169;0.6396
NOJZIV01;0.4673;0.2684;0.3091
NOMTOY;0.2718;0.5865;1.3998
NOMVES;0.319;0.1545;0.3029
NONFAY;0.4131;0.6114;0.6705
NONJAC;0.327;0.391;0.4242
NONJEG;0.2794;0.583;0.6713
NONWEU;0.1817;0.246;0.5474
NOPCIE;0.4492;1.4266;0.5987
NOPZAT;0.5688;0.9453;0.7804
NOQDIH;0.5267;0.5549;0.7922
NOQXUO;0.279;1.5031;0.8
NORMEM;0.4626;0.8958;0.659
NORYUO;0.1336;0.4848;0.6813
NOSDAA;0.4023;0.6492;0.9596
NOSDEE;0.4179;0.6017;1.0385
NOSFAC;0.3861;0.5751;1.0052
NOSHAE;0.126;0.203;0.1195
NOSHEI;0.1301;0.1456;0.2103
NOSHOS;0.4171;0.3717;0.2954
NOSVIC;0.3404;0.3186;0.4741
NOSWOJ;0.3516;0.5507;0.315
NOTCIK;0.4581;0.2379;1.6409
NOTMEQ;0.3058;0.3447;0.6938
NOVFIP;0.131;0.1431;0.1892
NOWBIK;0.4396;0.7613;1.2327
NOWBIK04;0.4017;0.7223;0.5571
NOXHAJ;2.6411;1.3711;2.0379
NOXHEN;0.1739;0.7684;0.7803
NOXHOX;0.6614;0.2485;0.5055
NOYYUX;0.2187;0.2771;1.2168
NOZFEP;0.707;1.0417;1.1975
NPTTHF;0.5194;0.3846;0.6969
NUBLON;0.2235;0.2758;0.9904
NUBSUA;0.5613;1.0416;0.827
NUBTUB;0.6276;1.247;0.8842
NUDJED;0.1635;0.3822;0.5915
NUFMOS;0.2153;0.1863;0.2379
NUFMOS01;0.2144;0.1829;0.2364
NUHBIB;0.1228;0.2043;0.2161
NUHKEI;0.7522;1.2545;0.8684
NUHPEN;0.43;0.6956;0.6903
NUJCUR;1.4774;0.5291;0.5298
NUJZUP01;0.4551;0.4857;0.8562
NUKCEB;0.1546;0.1893;0.2075
NUKCIF;0.1341;0.1705;0.6435
NUKHEG;0.3205;0.2827;0.5902
NUKHIK;0.2366;0.4192;0.6521
NUKHOQ;0.2549;0.6014;1.1741
NUKMIR01;0.3262;0.3302;0.8899
NUNWOK;0.1183;0.0982;0.8361
NUNWUP;1.4575;1.2023;1.1304
NUPNIV;0.1299;0.1418;0.1653
NUSHIU;1.9224;1.1433;0.5148
NUSYIK;0.1944;0.2415;0.4773
NUTBAF;0.3068;0.1234;0.4857
NUTTUT;0.2304;0.2626;1.5256
NUXSEF;0.2864;0.3885;0.4883
NUYFET;0.3012;0.6381;0.4704
NUYTEG;0.3112;0.3651;0.1856
NUYWUZ;0.4183;0.5048;0.7585
NUZKOI;0.2458;0.3073;0.1418
NUZKOI01;0.2158;0.2771;0.1438
NUZPII;0.3171;0.5753;0.7165
OBACOL;0.615;0.539;0.9359
OBACUR;0.3298;0.2492;1.7953
OBADAY;0.5531;1.3759;0.788
OBAMOV;0.3705;0.2266;0.4521
OBEJIR;0.3412;0.2563;0.3632
OBEYUS;0.47;0.5731;0.18
OBIMEU;0.2785;0.3322;1.2739
OBIMOE;0.259;0.2742;1.7274
OBIMUK;0.4179;0.6127;1.0269
OBIXUU;0.3055;0.1317;0.7876
OBOBEN;0.1581;1.905;1.3452
OBOKOH;0.6625;0.2889;0.6454
OBOTEE;0.514;0.6229;1.1442
OBUVAL;0.2291;0.4109;0.7054
OBUVEP;0.2202;0.3953;0.7051
OCEQUJ;0.3886;0.47;1.0304
OCESAR;0.1837;0.1812;1.611
OCIZOQ;0.3178;0.5205;0.6508
OCOBAM;0.1774;0.299;0.9119
OCOBAM01;0.2018;0.3193;0.9546
OCOBAM04;0.3484;0.4613;1.0006
OCODAN;0.1585;0.9046;0.5103
OCOKAV;0.2685;0.1805;0.2453
OCOVIL;0.5624;0.4731;1.6223
OCOVOR;0.356;0.653;2.056
OCOWOU;0.3914;0.601;1.0776
OCUJIF;0.1652;0.1697;0.0836
OCUJOL;0.3383;0.3266;0.4025
OCURIQ;0.1147;0.269;1.6763
ODABIG;0.3852;0.5041;0.9817
ODABOM;0.2516;0.5808;0.7221
ODAPUE;0.5813;1.5488;2.3832
ODAQIT;0.5543;1.3583;2.5804
ODECAC;0.2655;3.8578;1.5641
ODECIJ;1.1517;1.0256;1.1165
ODECUW01;0.2344;0.3996;0.4607
ODEFEI;0.41;0.8186;1.1949
ODEXON;0.1708;0.5485;1.2874
ODICAG;0.7986;0.6211;1.4492
ODIDOW;0.2147;0.9441;0.2338
ODIYOP;0.2875;1.1185;0.2758
ODIZAC;0.3192;0.3526;0.2459
ODOHIY;1.2512;0.6063;1.1059
ODOMIE;0.6874;0.7443;0.7014
ODOVOU;0.1975;0.6018;0.9565
ODOWAG;0.1638;0.1214;0.4727
ODOWAH;0.9912;0.8009;0.6714
ODOWEK;0.1701;0.2617;0.3854
ODOWIO;0.1344;0.3602;0.8175
ODOWOU;0.0811;0.1909;0.6742
ODUREM;0.2237;0.1405;0.4886
ODUYOB;0.3212;0.3099;0.4231
OFAQIW;0.2722;0.3451;0.8213
OFESAL03;0.8711;2.0472;1.551
OFIFEQ;0.5117;0.5225;1.1265
OFIFIU;0.2842;0.3136;0.4843
OFOGOF;0.5723;0.8437;1.0231
OFOGUL;0.392;0.4894;0.4076
OFOHEW;0.2474;0.3464;0.3596
OFUQEL;0.1762;0.4988;0.5366
OFUQIP;0.17;0.6218;0.4206
OFUREM;0.1896;0.2584;0.2994
OGERIB;0.6383;0.6044;1.5985
OGIDAL;0.1826;0.4604;0.8638
OGIHET;0.6095;0.9585;0.8033
OGIJEU;0.4128;0.4189;0.5114
OHAKOX;1.1551;1.1292;1.1295
OHAMAN;0.146;0.3188;0.1294
OHEDOU;0.3909;0.5114;0.9252
OHEJAM;0.7284;0.4534;0.4856
OHEPAU;0.4296;2.2613;0.7394
OHEPUM;0.7662;1.8059;1.4814
OHEYUX;0.3233;0.302;0.8909
OHEZEG;0.3012;0.2562;1.5926
OHIBIQ;0.2179;0.1552;0.355
OHOSAF;0.2681;0.1632;0.5782
OHULIM;0.3438;1.2636;0.3586
OHULOS;0.4062;0.4041;0.4262
OJEFOZ;0.6484;1.5081;0.7595
OJENAS;0.4967;0.5035;0.6072
OJEYUX;0.2074;0.2852;0.6757
OJIJIB;0.5239;0.5327;1.6197
OJIVUY;0.6712;0.3026;0.918
OJIZUC;0.1732;0.2057;0.3616
OJOGEZ;0.1195;0.2239;1.0447
OJOGOJ;0.2797;0.4473;0.2681
OJOKAA;0.2155;0.6337;0.9819
OJOKII;0.6386;0.9668;0.3821
OJOMOQ;0.22;0.2491;0.6544
OJUFAA;0.361;0.275;0.6697
OJUHUX;0.173;0.2108;0.8804
OJUQAL;0.2466;0.2064;0.814
OJUXEX;0.3798;0.3695;0.6066
OKACEI;0.3651;0.3771;1.0871
OKONOS01;0.1278;0.3238;1.0569
OLEGIX;0.4868;0.4797;0.4934
OLEGOD;0.1113;0.1264;0.1744
OLEHEU;0.4081;0.4858;0.4774
OLEHUK;0.7017;0.6922;0.5805
OLIBES;0.3824;0.2643;1.7744
OLOLAC;1.3733;0.7728;0.4292
OLOMOR;0.2398;0.2652;1.0099
OMFERR;0.0951;0.1586;0.3348
OMFERR01;0.0954;0.1616;0.2843
OMIJEA;0.2294;0.644;1.0987
OMILEB;0.147;0.2637;0.4955
OMILOL;0.9813;0.2602;0.3832
OMILOL01;0.3934;0.3865;0.2863
OMITUZ;0.106;0.2482;0.3062
OMOZOG;0.4104;0.5579;2.3753
ONAKOE;0.3658;0.7518;1.5095
ONALAR;0.2209;0.4002;1.1011
ONEPAA;0.2165;0.2337;0.5008
ONEQAB;0.3178;0.7028;0.6171
ONEVAG;0.0653;0.1019;0.4719
ONEVOU;0.069;0.1135;0.5113
ONOTER;0.0661;0.3975;0.5434
ONUDIL;0.545;0.6886;1.7703
ONUDOR;0.4897;0.6706;1.0069
ONUJAJ;0.2947;0.7181;0.7781
ONUJEN;0.3317;0.4188;0.7525
ONUQOF;0.4668;1.8429;1.2917
OPAQIG;0.5396;0.4638;1.0648
OPEFAS;0.1103;0.3772;1.2009
OPODAZ;0.1621;0.2281;0.1108
OPUCEI;0.6821;0.6598;0.6832
OPUCIM;0.5192;0.7185;0.9772
OPUCOS;0.9897;1.0782;1.0983
OQOFAD02;0.6111;1.4931;1.6782
OQOLUC;0.1975;0.3785;0.4645
OQUDIO;0.0592;0.0833;0.325
OQUDUA;0.0727;0.0935;0.3314
ORALAW;0.8679;0.7733;1.1355
ORIXIX;0.2192;0.1875;1.0455
ORIYAQ;0.187;0.439;1.178
OROMUF;0.2183;0.2313;0.3243
OROTIZ;0.2463;0.2392;0.7018
OROWOJ;0.1656;0.3123;0.3328
OROWOJ01;0.1201;0.2699;1.453
ORUHEP;1.3896;1.0218;1.084
ORUPAT;0.1696;0.2683;0.186
ORUPEX;0.0689;0.1282;0.1442
ORUPOH;0.312;0.2652;0.3741
ORUZOR;0.3487;0.5187;1.8414
OSADOC;0.3184;0.4258;0.4352
OSATIN;0.1687;0.4411;0.6433
OSEZES;0.2312;0.1892;0.1523
OSEZOC;0.3433;0.337;0.6441
OSIZIB;0.3109;1.1825;1.0505
OSIZUN;1.3248;1.1642;0.62
OSOBAB;0.6291;1.5313;1.4949
OSOBEF;0.4524;1.4551;0.7837
OSOBOP;0.7869;0.413;0.8259
OSOCAC;0.3702;0.4641;0.9425
OSODIL;0.4689;0.4778;1.0156
OSOFEJ;1.2883;0.4824;0.978
OSUTIG;0.7165;0.4209;0.4874
OTAGIB;0.9306;0.468;0.689
OTAHOI;0.2342;0.1985;0.5047
OTETOY;0.4896;1.5561;1.354
OTFECI10;0.1524;0.2681;0.4143
OTIMEL;0.3971;0.9908;0.7206
OTOTEX;0.4694;0.65;0.8477
OTOVUP;0.4609;0.3152;0.2407
OTOWAW;0.2029;0.208;0.3872
OTOWEA;0.2493;0.3754;0.3507
OTUJUJ01;0.2037;0.1847;0.2846
OVIFOQ;0.1226;0.9252;0.3221
OVIFUW;0.1345;0.7353;0.5364
OVIGEH;0.2916;0.1435;0.8225
OVOLOB;0.1239;0.1284;0.5564
OVOLUH;0.312;0.5703;0.5624
OVOMAO;0.4617;0.2916;0.9692
OVOXAA;0.1447;0.1926;1.2091
OVOXEE;0.1882;0.6687;0.9395
OVOYEF;0.2749;0.6728;0.8282
OVUBOX;0.2248;0.2603;0.4285
OVUCAK;0.2445;0.4525;0.3997
OVUCEO;0.3568;0.6138;0.5526
OWEHOP;0.4835;0.2484;0.7711
OWOPAS;0.3252;0.2485;0.3096
OXATUE;0.7746;1.6544;1.5096
OXAVAM;0.5996;0.953;1.4058
OXELEJ;0.2729;0.4905;0.448
OXEQAK;0.3836;0.2909;0.4
OXEQEO;0.3827;0.2985;0.3986
OXERUG;0.2148;0.3696;1.5894
OXEZEX;0.8565;0.5374;1.5771
OXEZOH;0.2784;0.2479;1.0533
OXIGAF;0.2647;0.5341;1.7028
OXOCAH;0.2855;0.8325;0.4202
OXOCEL;0.5683;0.196;0.3144
OXOFIS;0.166;0.3749;0.1887
OXOFOY;0.2058;0.4677;0.3913
OYADEZ;0.0623;0.0586;0.4094
OYADID;0.1929;0.1445;0.732
OYAYEU;0.2992;0.4276;0.7301
OYAYIY;0.1705;1.1718;0.1489
OYAZAR;0.3631;0.3167;0.825
OYAZEV;0.4903;0.577;0.5365
OYAZIZ;0.564;0.4615;0.775
OYEFEF;0.4244;0.309;0.8524
OYILIT;0.1659;0.3209;0.9084
OYIROE;0.6171;0.6437;0.2326
OYOCIP;0.501;0.8098;0.4532
OYOCOV;0.2644;0.4349;0.5942
OYOPOI;0.8752;0.1834;0.199
OYOQEZ;0.881;0.3095;0.2899
OYOQOJ;0.2944;0.2204;0.2086
OYORAW;0.8239;0.2146;0.3831
OYUHIB;0.5611;0.9124;0.925
OZAKIL;0.3748;0.5286;0.8242
OZANAG;0.0948;0.1086;0.4269
OZASIS;0.411;0.5381;0.9989
OZASOY;0.4188;0.6957;0.9849
OZATEP;0.1525;0.4941;0.8178
OZATIT;0.2233;0.5581;1.7182
OZENOY;0.4447;0.4785;0.6297
OZODIS;0.1305;0.1044;0.475
OZODIS01;0.2314;0.2655;0.2192
PABSOA;0.1887;0.2729;0.2696
PACTHF;0.1238;0.2587;1.1671
PADCIJ;0.4525;0.965;2.3282
PADCOP;0.7846;0.7961;0.5966
PADGUW;0.162;0.2561;1.0723
PADPEP;0.3582;0.1865;0.9242
PAFDUX;0.1287;0.2417;0.2246
PAFFEJ;0.1397;0.2164;0.1689
PAFFIN;0.3103;0.3402;0.5138
PAFQAQ;0.3094;0.3485;1.0254
PAFTEW;0.399;0.8302;1.9186
PAGLEQ;0.257;0.8384;0.305
PAGLOA;0.7914;1.2448;0.4686
PAGQUL;0.4858;0.5595;1.4845
PAHFAH;0.3202;0.6997;1.1225
PAHLIV;0.2032;0.2721;0.4194
PAJLOB;0.1008;0.1602;0.3881
PAKTON;0.363;0.6357;0.607
PANGOA;0.8906;0.5591;1.1343
PANHET;0.1287;0.1419;0.5737
PANHOD;0.1154;0.134;0.2859
PANHUJ;0.2137;0.1345;0.5252
PANPUU;0.166;0.2726;0.7046
PANRAX;0.2572;0.3275;0.8173
PANYEI;0.095;0.3698;0.7055
PAPRUT01;0.2951;0.1938;0.6135
PARFUJ;0.4354;1.436;1.8566
PARJOI;0.6265;0.6605;0.6279
PARLEB;0.1693;0.2999;0.3178
PARLIF;0.2288;0.621;0.6274
PARSUW;0.2431;0.6333;0.2986
PASCUK;0.3943;0.3162;0.5865
PASDAR;0.2426;0.2462;1.2223
PASFAR01;0.0789;0.0674;0.2543
PASKID;0.206;0.4574;0.9676
PASKOJ;0.2711;0.2565;0.9816
PASKUP;0.2883;0.3374;0.7423
PASKUP01;0.2983;0.3403;0.7409
PASMAX;0.4372;0.5868;1.0183
PASPEE;0.1919;0.5852;0.3312
PASPII;0.2866;0.4111;0.288
PASQOR;0.4797;0.7745;0.7836
PASSAF;0.1068;0.1804;0.1428
PASSAF01;0.1089;0.1709;0.1957
PASSIN;0.3972;0.4927;0.6286
PASVEL;0.1544;0.2374;0.2395
PATYUE;0.1923;0.332;1.0038
PATZEP;0.1754;0.4646;1.1203
PAVWAK;0.2599;0.3404;0.1944
PAVXOA;0.2215;0.1406;0.2989
PAWTUD;0.582;0.6407;0.8708
PAWVAL;0.4447;0.7785;0.8279
PAWWAM;0.1816;0.5045;0.2988
PAYTEO;0.1386;0.734;0.2124
PAYTIS;0.1132;0.2079;0.3346
PAYTOY;0.1627;0.3662;1.0502
PAYTUE;0.1284;0.1574;0.2936
PAYVAM;0.5779;0.4113;0.2888
PAYVEQ;0.431;0.2509;0.3744
PAYVIU;0.4913;0.6452;0.3275
PAYVOA;0.7267;0.256;0.1908
PAYVUG;1.1512;0.2926;0.1701
PAZHOP;0.0533;1.4337;1.0575
PAZXAP;0.077;0.0723;0.3106
PAZXIY;0.8993;1.7844;1.043
PAZXIY01;0.8903;1.8416;1.0342
PBFCPB;0.1349;0.5178;0.4451
PCIMFE;0.2232;1.2697;1.1654
PEBFUY;0.3385;0.3672;0.308
PEBWEZ;0.9811;0.468;0.533
PEBWOJ;0.4717;0.1736;0.5345
PECLIT;0.277;0.1664;0.827
PEDTEY;0.5202;0.3014;2.5265
PEDVUP;0.2281;0.5213;0.3896
PEFGAI;0.0315;0.1407;0.0513
PEFYIJ;0.4615;0.3451;1.0327
PEGCOV;0.622;1.0166;0.5623
PEGXII;0.3858;0.7688;1.0862
PEGZIM;0.444;0.8361;0.4922
PEKPEB;0.3633;0.8274;0.3296
PEKQAX;0.3975;0.6242;0.6334
PEKQAX01;0.4837;0.6063;0.7429
PEKWUY;0.3461;0.4553;0.4244
PEKXAF;0.3609;0.5235;0.7148
